iteration,time,id,x,y,dx,dy
0,0.0,0,339.03607,204.0435,0.036071777,0.043502808
1,0.008333333333333333,0,339.02963,204.25882,-0.006439209,0.21531677
2,0.016666666666666666,0,339.04312,204.25888,0.0134887695,6.1035156e-05
3,0.025,0,338.97763,204.01222,-0.06549072,-0.24665833
4,0.03333333333333333,0,338.96613,204.0128,-0.011505127,0.000579834
5,0.041666666666666664,0,338.98468,204.14357,0.018554688,0.13076782
6,0.05,0,338.99396,204.18567,0.009277344,0.042099
7,0.058333333333333334,0,338.941,203.92151,-0.052947998,-0.26416016
8,0.06666666666666667,0,338.93958,204.11427,-0.0014343262,0.19276428
9,0.075,0,338.9667,204.14566,0.027130127,0.03138733
10,0.08333333333333333,0,338.97977,204.21968,0.013061523,0.074020386
11,0.09166666666666666,0,338.91,203.98886,-0.06976318,-0.2308197
12,0.1,0,338.91742,204.20897,0.0074157715,0.22010803
13,0.10833333333333334,0,338.9329,204.21799,0.015472412,0.009017944
14,0.11666666666666667,0,338.92957,203.9475,-0.003326416,-0.27049255
15,0.125,0,338.96237,204.07918,0.032806396,0.13168335
16,0.13333333333333333,0,338.9928,204.16302,0.030426025,0.083847046
17,0.14166666666666666,0,338.99075,204.17012,-0.0020446777,0.007095337
18,0.15,0,338.9812,204.17793,-0.009552002,0.0078125
19,0.15833333333333333,0,338.9746,204.2041,-0.006591797,0.026168823
20,0.16666666666666666,0,338.96655,204.15369,-0.008056641,-0.05041504
21,0.175,0,338.9666,204.15375,6.1035156e-05,6.1035156e-05
22,0.18333333333333332,0,338.97214,204.17258,0.0055236816,0.018829346
23,0.19166666666666668,0,338.97263,204.1755,0.00048828125,0.0029296875
24,0.2,0,338.94073,203.93292,-0.03189087,-0.24258423
25,0.20833333333333334,0,338.92685,203.99956,-0.013885498,0.06663513
26,0.21666666666666667,0,338.9585,204.24023,0.03164673,0.24067688
27,0.225,0,338.96024,204.09981,0.001739502,-0.14042664
28,0.23333333333333334,0,338.93555,203.92297,-0.02468872,-0.1768341
29,0.24166666666666667,0,338.95795,204.1598,0.022399902,0.23683167
30,0.25,0,338.9899,204.17397,0.031951904,0.014160156
31,0.25833333333333336,0,338.99344,204.1735,0.003540039,-0.00047302246
32,0.26666666666666666,0,338.99268,204.16998,-0.00076293945,-0.0035095215
33,0.275,0,338.99518,204.18466,0.0025024414,0.014678955
34,0.2833333333333333,0,338.97745,204.13605,-0.017730713,-0.048614502
35,0.2916666666666667,0,338.93652,203.94316,-0.040924072,-0.19288635
36,0.3,0,338.94427,204.20776,0.007751465,0.26460266
37,0.30833333333333335,0,338.94385,204.20909,-0.0004272461,0.0013275146
38,0.31666666666666665,0,338.91977,204.12425,-0.02407837,-0.08483887
39,0.325,0,338.93594,204.15176,0.016174316,0.027511597
40,0.3333333333333333,0,338.93823,204.19621,0.0022888184,0.044448853
41,0.3416666666666667,0,338.93356,203.93355,-0.0046691895,-0.2626648
42,0.35,0,338.95108,204.1664,0.01751709,0.23284912
43,0.35833333333333334,0,338.97513,204.18927,0.024047852,0.022872925
44,0.36666666666666664,0,338.95688,203.92146,-0.018249512,-0.267807
45,0.375,0,338.99017,204.04497,0.033294678,0.12350464
46,0.38333333333333336,0,338.99277,204.19708,0.0025939941,0.15211487
47,0.39166666666666666,0,338.98877,204.20142,-0.0039978027,0.004333496
48,0.4,0,338.97574,204.01826,-0.013031006,-0.18315125
49,0.4083333333333333,0,338.9601,204.00044,-0.015625,-0.017822266
50,0.4166666666666667,0,338.94736,204.19536,-0.012756348,0.19491577
51,0.425,0,338.91653,203.93921,-0.030822754,-0.2561493
52,0.43333333333333335,0,338.93115,204.14882,0.01461792,0.20960999
53,0.44166666666666665,0,338.93845,204.17105,0.007293701,0.022232056
54,0.45,0,338.9628,204.19826,0.024353027,0.02720642
55,0.4583333333333333,0,338.9533,203.99565,-0.009490967,-0.2026062
56,0.4666666666666667,0,338.9699,204.21245,0.016601562,0.21679688
