iteration,time,id,x,y,dx,dy
0,0.0,0,350.99936,204.49995,-0.00064086914,-0.5000458
1,0.008333333333333333,0,350.99973,204.26286,0.00036621094,-0.23709106
2,0.016666666666666666,0,351.08078,204.95747,0.08105469,0.6946106
3,0.025,0,351.08133,204.73895,0.0005493164,-0.21852112
4,0.03333333333333333,0,351.06244,204.27377,-0.01889038,-0.46517944
5,0.041666666666666664,0,351.0025,204.5887,-0.059936523,0.31492615
6,0.05,0,350.98868,205.02237,-0.013824463,0.43367004
7,0.058333333333333334,0,351.00082,204.5219,0.012145996,-0.500473
8,0.06666666666666667,0,351.08658,204.8555,0.085754395,0.3336029
9,0.075,0,351.0995,204.83958,0.012908936,-0.015914917
10,0.08333333333333333,0,351.09308,204.33844,-0.0064086914,-0.5011444
11,0.09166666666666666,0,351.06494,204.57188,-0.028137207,0.23344421
12,0.1,0,351.0144,205.02728,-0.05053711,0.45539856
13,0.10833333333333334,0,351.05377,204.30017,0.039367676,-0.7271118
14,0.11666666666666667,0,351.0996,204.80058,0.045837402,0.500412
15,0.125,0,351.10703,204.34688,0.0074157715,-0.45370483
16,0.13333333333333333,0,351.0745,204.5522,-0.03253174,0.20532227
17,0.14166666666666666,0,351.04828,205.00827,-0.0262146,0.45606995
18,0.15,0,351.03925,204.59288,-0.009033203,-0.41539
19,0.15833333333333333,0,351.08224,204.28294,0.042999268,-0.30993652
20,0.16666666666666666,0,351.13535,204.92114,0.053100586,0.63819885
21,0.175,0,351.12634,204.42369,-0.009002686,-0.49745178
22,0.18333333333333332,0,351.07745,204.45674,-0.04888916,0.033050537
23,0.19166666666666668,0,351.0193,204.95634,-0.058166504,0.49960327
24,0.2,0,351.00732,204.6668,-0.011962891,-0.28955078
25,0.20833333333333334,0,351.07416,204.7053,0.066833496,0.038513184
26,0.21666666666666667,0,351.11282,204.98976,0.03866577,0.28445435
27,0.225,0,351.10645,204.444,-0.006378174,-0.5457611
28,0.23333333333333334,0,351.03268,204.92941,-0.07376099,0.4854126
29,0.24166666666666667,0,351.02362,204.68637,-0.009063721,-0.24304199
30,0.25,0,351.08832,204.67545,0.064697266,-0.010925293
31,0.25833333333333336,0,351.1107,204.96136,0.022369385,0.2859192
32,0.26666666666666666,0,351.12146,204.47433,0.010772705,-0.48703003
33,0.275,0,351.05048,204.39307,-0.07098389,-0.08126831
34,0.2833333333333333,0,351.02744,204.92326,-0.023040771,0.53019714
35,0.2916666666666667,0,351.00323,204.80493,-0.02420044,-0.11833191
36,0.3,0,351.02606,204.30165,0.022827148,-0.50328064
37,0.30833333333333335,0,351.07312,204.59654,0.047058105,0.29489136
