iteration,time,id,x,y,dx,dy
0,0.0,0,306.9179,269.8814,-0.082092285,-0.11859131
1,0.008333333333333333,0,307.14246,270.60275,0.22454834,0.721344
2,0.016666666666666666,0,307.1691,270.58823,0.026641846,-0.014526367
3,0.025,0,306.94427,270.55447,-0.224823,-0.03375244
4,0.03333333333333333,0,306.96466,269.96863,0.020385742,-0.58584595
5,0.041666666666666664,0,307.00394,270.57202,0.039276123,0.60339355
6,0.05,0,307.23856,270.91098,0.23461914,0.33895874
7,0.058333333333333334,0,307.1234,271.05582,-0.11514282,0.14483643
8,0.06666666666666667,0,306.89713,270.26944,-0.22628784,-0.78637695
9,0.075,0,307.09506,270.7664,0.19793701,0.49694824
10,0.08333333333333333,0,307.1115,271.08655,0.016448975,0.3201599
11,0.09166666666666666,0,306.9621,270.01804,-0.14941406,-1.068512
12,0.1,0,306.94513,270.62796,-0.016967773,0.6099243
13,0.10833333333333334,0,306.98175,270.96094,0.036621094,0.3329773
14,0.11666666666666667,0,306.9099,270.07343,-0.07183838,-0.8875122
15,0.125,0,306.8768,270.31366,-0.033111572,0.24023438
16,0.13333333333333333,0,306.9359,270.8966,0.05911255,0.5829468
17,0.14166666666666666,0,307.10876,271.16443,0.17285156,0.26782227
18,0.15,0,306.87704,269.92337,-0.23171997,-1.2410583
19,0.15833333333333333,0,307.06894,270.64044,0.19189453,0.71707153
20,0.16666666666666666,0,307.08313,270.9644,0.014190674,0.3239441
21,0.175,0,307.052,270.05853,-0.03112793,-0.9058533
22,0.18333333333333332,0,306.98352,270.34766,-0.068481445,0.28912354
23,0.19166666666666668,0,307.16592,270.83163,0.18240356,0.48397827
24,0.2,0,307.1504,271.14246,-0.015533447,0.31082153
25,0.20833333333333334,0,307.13895,270.57266,-0.011444092,-0.5697937
26,0.21666666666666667,0,307.10303,270.65762,-0.03591919,0.08496094
27,0.225,0,307.1621,270.9945,0.05908203,0.33688354
28,0.23333333333333334,0,307.14618,271.1142,-0.015930176,0.11968994
29,0.24166666666666667,0,307.07697,270.3551,-0.06921387,-0.75909424
30,0.25,0,307.13214,270.85345,0.05517578,0.49835205
31,0.25833333333333336,0,307.17917,271.2259,0.047027588,0.37243652
32,0.26666666666666666,0,306.93158,270.08875,-0.24758911,-1.137146
33,0.275,0,307.06805,270.73337,0.13647461,0.6446228
34,0.2833333333333333,0,307.13422,271.04147,0.06616211,0.30810547
35,0.2916666666666667,0,307.11896,271.09525,-0.015258789,0.053771973
36,0.3,0,306.89035,270.06775,-0.22860718,-1.0274963
37,0.30833333333333335,0,307.12668,270.79462,0.23632812,0.7268677
38,0.31666666666666665,0,307.06696,271.17102,-0.0597229,0.3764038
39,0.325,0,307.00592,270.44977,-0.061035156,-0.72125244
40,0.3333333333333333,0,306.9985,270.67328,-0.0074157715,0.22351074
41,0.3416666666666667,0,307.08463,271.03085,0.086120605,0.35757446
42,0.35,0,307.08527,271.02316,0.00064086914,-0.0076904297
43,0.35833333333333334,0,306.9977,270.31686,-0.08755493,-0.7062988
44,0.36666666666666664,0,307.03406,270.82846,0.036346436,0.5115967
45,0.375,0,307.0327,271.30423,-0.0013427734,0.47576904
46,0.38333333333333336,0,306.99942,270.54346,-0.033294678,-0.7607727
