iteration,time,id,x,y,dx,dy
0,0.0,0,348.00204,202.26035,0.0020446777,0.26034546
1,0.008333333333333333,0,348.00195,202.26088,-9.1552734e-05,0.0005340576
2,0.016666666666666666,0,347.9968,201.73813,-0.0051574707,-0.52275085
3,0.025,0,347.97327,202.00906,-0.023529053,0.27093506
4,0.03333333333333333,0,347.95175,202.42735,-0.021514893,0.41828918
5,0.041666666666666664,0,347.94586,201.97185,-0.0058898926,-0.45550537
6,0.05,0,347.97864,201.92606,0.03277588,-0.045791626
7,0.058333333333333334,0,347.99777,202.40108,0.019134521,0.47502136
8,0.06666666666666667,0,348.0131,202.36745,0.015319824,-0.03363037
9,0.075,0,347.98746,201.89153,-0.025634766,-0.47592163
10,0.08333333333333333,0,347.93884,202.18631,-0.048614502,0.29478455
11,0.09166666666666666,0,347.90112,202.51044,-0.037719727,0.3241272
12,0.1,0,347.91776,202.09526,0.01663208,-0.4151764
13,0.10833333333333334,0,347.9741,201.86292,0.05633545,-0.23234558
14,0.11666666666666667,0,348.02524,202.33997,0.05114746,0.47705078
15,0.125,0,348.02808,201.86646,0.0028381348,-0.47351074
16,0.13333333333333333,0,347.9532,202.5178,-0.07489014,0.6513519
17,0.14166666666666666,0,347.96622,202.13501,0.013031006,-0.38279724
18,0.15,0,347.97607,201.88432,0.009857178,-0.25068665
19,0.15833333333333333,0,348.0153,202.41563,0.039215088,0.53131104
20,0.16666666666666666,0,347.99326,201.94142,-0.022033691,-0.47421265
21,0.175,0,347.95505,202.13692,-0.038208008,0.1954956
22,0.18333333333333332,0,347.93027,202.42479,-0.024780273,0.2878723
23,0.19166666666666668,0,347.94946,202.0931,0.019195557,-0.33169556
24,0.2,0,348.0003,201.83733,0.050842285,-0.25576782
25,0.20833333333333334,0,348.0769,202.37573,0.07659912,0.5384064
26,0.21666666666666667,0,348.06775,201.9016,-0.009155273,-0.47413635
27,0.225,0,348.0008,202.08006,-0.06695557,0.1784668
28,0.23333333333333334,0,347.94943,202.4344,-0.051361084,0.3543396
29,0.24166666666666667,0,347.95053,201.87988,0.0010986328,-0.55451965
30,0.25,0,348.01355,202.30377,0.0630188,0.42388916
31,0.25833333333333336,0,348.03104,202.4721,0.017486572,0.16833496
32,0.26666666666666666,0,348.02777,201.96642,-0.0032653809,-0.5056915
33,0.275,0,348.0116,202.02603,-0.016174316,0.05961609
34,0.2833333333333333,0,347.97086,202.46548,-0.040740967,0.43945312
35,0.2916666666666667,0,347.97153,202.20425,0.0006713867,-0.26123047
36,0.3,0,348.0164,202.24545,0.04486084,0.04119873
37,0.30833333333333335,0,348.02768,201.98558,0.011291504,-0.25987244
38,0.31666666666666665,0,347.9562,201.97527,-0.07147217,-0.010314941
39,0.325,0,347.92624,202.41788,-0.029968262,0.4426117
40,0.3333333333333333,0,347.9308,202.18922,0.004547119,-0.22865295
41,0.3416666666666667,0,347.9614,201.88052,0.03060913,-0.30870056
42,0.35,0,348.0427,202.44963,0.08129883,0.56910706
43,0.35833333333333334,0,348.03983,201.99817,-0.0028686523,-0.4514618
44,0.36666666666666664,0,348.01096,201.9977,-0.028869629,-0.00047302246
45,0.375,0,347.94717,202.4578,-0.06378174,0.46009827
46,0.38333333333333336,0,347.94272,202.24823,-0.0044555664,-0.20956421
