iteration,time,id,x,y,dx,dy
0,0.0,0,305.73892,255.2843,-0.26107788,0.28430176
1,0.008333333333333333,0,305.73087,253.7779,-0.008056641,-1.5064087
2,0.016666666666666666,0,305.7271,253.4773,-0.003753662,-0.30059814
3,0.025,0,305.78467,255.15797,0.057556152,1.6806793
4,0.03333333333333333,0,305.67795,254.65483,-0.10671997,-0.5031433
5,0.041666666666666664,0,305.66534,253.17479,-0.01260376,-1.4800415
6,0.05,0,305.48413,254.18916,-0.18121338,1.0143738
7,0.058333333333333334,0,305.41565,255.24399,-0.068481445,1.0548248
8,0.06666666666666667,0,305.475,253.66487,0.05935669,-1.5791168
9,0.075,0,305.69394,254.82841,0.2189331,1.1635437
10,0.08333333333333333,0,305.80447,254.7352,0.11053467,-0.09321594
11,0.09166666666666666,0,305.53632,253.94952,-0.26815796,-0.78567505
12,0.1,0,305.4985,255.30656,-0.03781128,1.3570404
13,0.10833333333333334,0,305.50183,253.98508,0.003326416,-1.3214874
14,0.11666666666666667,0,305.56104,253.08704,0.0592041,-0.8980408
15,0.125,0,305.77814,254.66774,0.21710205,1.5807037
16,0.13333333333333333,0,305.7733,254.94981,-0.004852295,0.28207397
17,0.14166666666666666,0,305.54074,253.72853,-0.23254395,-1.221283
18,0.15,0,305.50085,254.22714,-0.039886475,0.49861145
19,0.15833333333333333,0,305.56406,253.02231,0.063201904,-1.204834
20,0.16666666666666666,0,305.75806,254.4245,0.19400024,1.4021912
21,0.175,0,305.8344,255.15079,0.07635498,0.72628784
22,0.18333333333333332,0,305.78885,253.43434,-0.045562744,-1.7164459
23,0.19166666666666668,0,305.52808,255.1717,-0.2607727,1.7373657
24,0.2,0,305.42416,254.43553,-0.10391235,-0.73617554
25,0.20833333333333334,0,305.5238,252.99675,0.09963989,-1.4387817
26,0.21666666666666667,0,305.64795,254.25871,0.12414551,1.2619629
27,0.225,0,305.74924,255.15593,0.10128784,0.8972168
28,0.23333333333333334,0,305.5099,253.27318,-0.23934937,-1.8827515
29,0.24166666666666667,0,305.3849,254.94868,-0.125,1.6755066
30,0.25,0,305.43323,254.73085,0.048339844,-0.21783447
31,0.25833333333333336,0,305.67032,254.02078,0.23709106,-0.71006775
32,0.26666666666666666,0,305.79913,255.28557,0.1288147,1.2647858
33,0.275,0,305.6924,253.79538,-0.10671997,-1.4901886
34,0.2833333333333333,0,305.50702,253.1759,-0.18539429,-0.6194763
35,0.2916666666666667,0,305.41693,254.7799,-0.09008789,1.6040039
36,0.3,0,305.45358,253.20676,0.03665161,-1.5731506
37,0.30833333333333335,0,305.6066,253.71251,0.15301514,0.50575256
38,0.31666666666666665,0,305.75162,255.14668,0.14501953,1.4341736
39,0.325,0,305.5288,253.03514,-0.22280884,-2.1115417
40,0.3333333333333333,0,305.45532,254.57454,-0.07348633,1.5393982
41,0.3416666666666667,0,305.4574,255.06421,0.0020751953,0.4896698
42,0.35,0,305.4074,253.31027,-0.049987793,-1.7539368
43,0.35833333333333334,0,305.641,253.58495,0.23358154,0.27467346
44,0.36666666666666664,0,305.8033,254.43352,0.162323,0.8485718
45,0.375,0,305.537,254.34831,-0.2663269,-0.08520508
